survey_id,site,date,avg_depth_m,time_24hr,transect_m,visibility_m,weather,current,local_boats,researcher,site_code,area_m2,area_ha,family,fish_count,fish_density_ha,trophic_group,taxon_family,genus,species_epithet,sci_name,site_type,cots_mean_ha,cots_max_ha,cots_15_mean,cots_15_max,HC,TUR,MAC,algal_cover,benthic_state,n_substrate_transects,cots_mean_ha_sc,HC_sc,MAC_sc,TUR_sc
AL2506,Aow Leuk,2025-06-02,8,13:00,100,10,2,None,6,Emma,AL,1000,0.1,Rabbitfish,25,250,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2506,Aow Leuk,2025-06-02,8,13:00,100,10,2,None,6,James,AL,1000,0.1,Butterflyfish,33,330,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2506,Aow Leuk,2025-06-02,8,13:00,100,10,2,None,6,James,AL,1000,0.1,Parrotfish,23,230,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2506,Aow Leuk,2025-06-02,8,13:00,100,10,2,None,6,James,AL,1000,0.1,Rabbitfish,27,270,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Caitlyn,AL,1000,0.1,Butterflyfish,5,50,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Caitlyn,AL,1000,0.1,Parrotfish,136,1360,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Caitlyn,AL,1000,0.1,Rabbitfish,17,170,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Cassidy,AL,1000,0.1,Butterflyfish,19,190,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Cassidy,AL,1000,0.1,Parrotfish,8,80,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Cassidy,AL,1000,0.1,Rabbitfish,22,220,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Hanwei,AL,1000,0.1,Butterflyfish,5,50,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Hanwei,AL,1000,0.1,Parrotfish,29,290,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:05,100,14,2,None,8,Hanwei,AL,1000,0.1,Rabbitfish,14,140,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,9,3:03,100,12,2,None,12,Iola,AL,1000,0.1,Butterflyfish,15,150,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,9,3:03,100,12,2,None,12,Iola,AL,1000,0.1,Parrotfish,18,180,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,9,3:03,100,12,2,None,12,Iola,AL,1000,0.1,Rabbitfish,40,400,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,9,3:03,100,12,2,None,12,Maddy,AL,1000,0.1,Butterflyfish,13,130,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,9,3:03,100,12,2,None,12,Maddy,AL,1000,0.1,Parrotfish,10,100,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,9,3:03,100,12,2,None,12,Maddy,AL,1000,0.1,Rabbitfish,29,290,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:06,100,13,2,None,8,Maia,AL,1000,0.1,Butterflyfish,24,240,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:06,100,13,2,None,8,Maia,AL,1000,0.1,Parrotfish,172,1720,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-04,8.5,13:06,100,13,2,None,8,Maia,AL,1000,0.1,Rabbitfish,15,150,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2508,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Cassidy,AL,1000,0.1,Butterflyfish,28,280,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2508,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Cassidy,AL,1000,0.1,Parrotfish,26,260,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2508,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Cassidy,AL,1000,0.1,Rabbitfish,61,610,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2508,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Maia,AL,1000,0.1,Butterflyfish,29,290,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2508,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Maia,AL,1000,0.1,Parrotfish,23,230,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2508,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Maia,AL,1000,0.1,Rabbitfish,64,640,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Cassidy,AL,1000,0.1,Butterflyfish,28,280,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Cassidy,AL,1000,0.1,Parrotfish,26,260,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Cassidy,AL,1000,0.1,Rabbitfish,61,610,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Maia,AL,1000,0.1,Butterflyfish,29,290,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Maia,AL,1000,0.1,Parrotfish,23,230,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-08-07,8,13:07,100,15,3,None,14,Maia,AL,1000,0.1,Rabbitfish,64,640,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2510,Aow Leuk,2025-09-29,10.2,13:19,100,15,3,None,11,Jake,AL,1000,0.1,Butterflyfish,24,240,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2510,Aow Leuk,2025-09-29,10.2,13:19,100,15,3,None,11,Jake,AL,1000,0.1,Parrotfish,13,130,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2510,Aow Leuk,2025-09-29,10.2,13:19,100,15,3,None,11,Jake,AL,1000,0.1,Rabbitfish,35,350,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2510,Aow Leuk,2025-09-29,10.2,13:19,100,15,3,None,11,Thomas,AL,1000,0.1,Butterflyfish,20,200,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2510,Aow Leuk,2025-09-29,10.2,13:19,100,15,3,None,11,Thomas,AL,1000,0.1,Parrotfish,10,100,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2510,Aow Leuk,2025-09-29,10.2,13:19,100,15,3,None,11,Thomas,AL,1000,0.1,Rabbitfish,14,140,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,10,15:12,12,12,4,None,7,Jake,AL,1000,0.1,Butterflyfish,24,240,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,10,15:12,12,12,4,None,7,Jake,AL,1000,0.1,Parrotfish,24,240,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,10,15:12,12,12,4,None,7,Jake,AL,1000,0.1,Rabbitfish,22,220,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,7.5,15:12,12,12,4,None,7,Mathys,AL,1000,0.1,Butterflyfish,14,140,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,7.5,15:12,12,12,4,None,7,Mathys,AL,1000,0.1,Parrotfish,13,130,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,7.5,15:12,12,12,4,None,7,Mathys,AL,1000,0.1,Rabbitfish,25,250,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,7.5,15:12,12,12,4,None,7,SK,AL,1000,0.1,Butterflyfish,13,130,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,7.5,15:12,12,12,4,None,7,SK,AL,1000,0.1,Parrotfish,16,160,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,7.5,15:12,12,12,4,None,7,SK,AL,1000,0.1,Rabbitfish,18,180,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,10,15:12,12,12,4,None,7,Tom,AL,1000,0.1,Butterflyfish,14,140,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,10,15:12,12,12,4,None,7,Tom,AL,1000,0.1,Parrotfish,19,190,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
EXTRA,Aow Leuk,2025-10-22,10,15:12,12,12,4,None,7,Tom,AL,1000,0.1,Rabbitfish,20,200,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2602,Aow Leuk,2026-02-02,9.8,14:15,100,7,3,None,1,Callum,AL,1000,0.1,Butterflyfish,7,70,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2602,Aow Leuk,2026-02-02,9.8,14:15,100,7,3,None,1,Callum,AL,1000,0.1,Parrotfish,7,70,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2602,Aow Leuk,2026-02-02,9.8,14:15,100,7,3,None,1,Callum,AL,1000,0.1,Rabbitfish,20,200,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2602,Aow Leuk,2026-02-02,10,14:15,100,7,3,None,1,Elena,AL,1000,0.1,Butterflyfish,17,170,Grazer,Chaetodontidae,Chaetodon,spp.,Chaetodon spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2602,Aow Leuk,2026-02-02,10,14:15,100,7,3,None,1,Elena,AL,1000,0.1,Parrotfish,13,130,Grazer,Labridae: Scarinae,Scarus,spp.,Scarus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
AL2602,Aow Leuk,2026-02-02,10,14:15,100,7,3,None,1,Elena,AL,1000,0.1,Rabbitfish,31,310,Grazer,Siganidae,Siganus,spp.,Siganus spp.,Control,7,15,Below_15,Above_15,33.48649925254956,33.93852168468359,0.964644011917514,34.90316569660111,1.4166664440515504,9,-0.6424202940076064,-1.0050796305339347,-0.9629537316089548,0.7643105685214274
